surface	variant_kind	wire_literal	owner_task	introduced_version	payload_schema	result_schema	error_schema	subject_cas_mode	audience	operation_error_code
EMPLOYEE	COMMAND	project.close	F57-21	1.3.0-f57	ProjectCloseRequestV1	ProjectAcceptedV1	EmployeeProjectCloseErrorsV1	MUTATE_POSITIVE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	project.create	F57-21	1.3.0-f57	ProjectCreateRequestV1	ProjectAcceptedV1	EmployeeProjectCreateErrorsV1	CREATE_ZERO	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	project.reopen	F57-21	1.3.0-f57	ProjectReopenRequestV1	ProjectAcceptedV1	EmployeeProjectReopenErrorsV1	MUTATE_POSITIVE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	project.start	F57-21	1.3.0-f57	ProjectStartRequestV1	ProjectAcceptedV1	EmployeeProjectStartErrorsV1	MUTATE_POSITIVE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	project_milestone.complete	F57-21	1.3.0-f57	ProjectMilestoneCompleteRequestV1	ProjectMilestoneAcceptedV1	EmployeeProjectMilestoneCompleteErrorsV1	MUTATE_POSITIVE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	project_milestone.create	F57-21	1.3.0-f57	ProjectMilestoneCreateRequestV1	ProjectMilestoneAcceptedV1	EmployeeProjectMilestoneCreateErrorsV1	CREATE_ZERO	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	project_milestone.reopen	F57-21	1.3.0-f57	ProjectMilestoneReopenRequestV1	ProjectMilestoneAcceptedV1	EmployeeProjectMilestoneReopenErrorsV1	MUTATE_POSITIVE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	project_risk.accept_residual	F57-21	1.3.0-f57	ProjectRiskAcceptResidualRequestV1	ProjectRiskAcceptedV1	EmployeeProjectRiskAcceptResidualErrorsV1	MUTATE_POSITIVE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	project_risk.close	F57-21	1.3.0-f57	ProjectRiskCloseRequestV1	ProjectRiskAcceptedV1	EmployeeProjectRiskCloseErrorsV1	MUTATE_POSITIVE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	project_risk.create	F57-21	1.3.0-f57	ProjectRiskCreateRequestV1	ProjectRiskAcceptedV1	EmployeeProjectRiskCreateErrorsV1	CREATE_ZERO	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	project_risk.enter_monitoring	F57-21	1.3.0-f57	ProjectRiskEnterMonitoringRequestV1	ProjectRiskAcceptedV1	EmployeeProjectRiskEnterMonitoringErrorsV1	MUTATE_POSITIVE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	project_risk.reopen	F57-21	1.3.0-f57	ProjectRiskReopenRequestV1	ProjectRiskAcceptedV1	EmployeeProjectRiskReopenErrorsV1	MUTATE_POSITIVE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	project_risk.review_acceptance	F57-21	1.3.0-f57	ProjectRiskReviewAcceptanceRequestV1	ProjectRiskAcceptedV1	EmployeeProjectRiskReviewAcceptanceErrorsV1	MUTATE_POSITIVE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	project_risk.start_mitigation	F57-21	1.3.0-f57	ProjectRiskStartMitigationRequestV1	ProjectRiskAcceptedV1	EmployeeProjectRiskStartMitigationErrorsV1	MUTATE_POSITIVE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	root_cause.record	F57-21	1.3.0-f57	RootCauseRecordRequestV1	RootCauseAcceptedV1	EmployeeRootCauseRecordErrorsV1	CREATE_ZERO	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	satisfaction.record	F57-21	1.3.0-f57	SatisfactionRecordRequestV1	SatisfactionAcceptedV1	EmployeeSatisfactionRecordErrorsV1	CREATE_ZERO	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	time_entry.correct	F57-21	1.3.0-f57	TimeEntryCorrectRequestV1	TimeEntryAcceptedV1	EmployeeTimeEntryCorrectErrorsV1	MUTATE_POSITIVE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	time_entry.start	F57-21	1.3.0-f57	TimeEntryStartRequestV1	TimeEntryAcceptedV1	EmployeeTimeEntryStartErrorsV1	CREATE_ZERO	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	time_entry.stop	F57-21	1.3.0-f57	TimeEntryStopRequestV1	TimeEntryAcceptedV1	EmployeeTimeEntryStopErrorsV1	MUTATE_POSITIVE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	time_entry.submit	F57-21	1.3.0-f57	TimeEntrySubmitRequestV1	TimeEntryAcceptedV1	EmployeeTimeEntrySubmitErrorsV1	MUTATE_POSITIVE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	work_order.accept	F57-21	1.3.0-f57	WorkOrderAcceptRequestV1	WorkOrderAcceptedV1	EmployeeWorkOrderAcceptErrorsV1	MUTATE_POSITIVE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	work_order.add_evidence	F57-21	1.3.0-f57	WorkOrderAddEvidenceRequestV1	WorkOrderAcceptedV1	EmployeeWorkOrderAddEvidenceErrorsV1	MUTATE_POSITIVE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	work_order.assign	F57-21	1.3.0-f57	WorkOrderAssignRequestV1	WorkOrderAcceptedV1	EmployeeWorkOrderAssignErrorsV1	MUTATE_POSITIVE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	work_order.cancel	F57-21	1.3.0-f57	WorkOrderCancelRequestV1	WorkOrderAcceptedV1	EmployeeWorkOrderCancelErrorsV1	MUTATE_POSITIVE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	work_order.close	F57-21	1.3.0-f57	WorkOrderCloseRequestV1	WorkOrderAcceptedV1	EmployeeWorkOrderCloseErrorsV1	MUTATE_POSITIVE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	work_order.create	F57-21	1.3.0-f57	WorkOrderCreateRequestV1	WorkOrderAcceptedV1	EmployeeWorkOrderCreateErrorsV1	CREATE_ZERO	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	work_order.reassess_entitlement	F57-21	1.3.0-f57	WorkOrderReassessEntitlementRequestV1	WorkOrderAcceptedV1	EmployeeWorkOrderReassessEntitlementErrorsV1	MUTATE_POSITIVE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	work_order.reopen	F57-21	1.3.0-f57	WorkOrderReopenRequestV1	WorkOrderAcceptedV1	EmployeeWorkOrderReopenErrorsV1	MUTATE_POSITIVE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	work_order.resolve	F57-21	1.3.0-f57	WorkOrderResolveRequestV1	WorkOrderAcceptedV1	EmployeeWorkOrderResolveErrorsV1	MUTATE_POSITIVE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	work_order.resume	F57-21	1.3.0-f57	WorkOrderResumeRequestV1	WorkOrderAcceptedV1	EmployeeWorkOrderResumeErrorsV1	MUTATE_POSITIVE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	work_order.start	F57-21	1.3.0-f57	WorkOrderStartRequestV1	WorkOrderAcceptedV1	EmployeeWorkOrderStartErrorsV1	MUTATE_POSITIVE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	work_order.submit_closure_review	F57-21	1.3.0-f57	WorkOrderSubmitClosureReviewRequestV1	WorkOrderAcceptedV1	EmployeeWorkOrderSubmitClosureReviewErrorsV1	MUTATE_POSITIVE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	work_order.triage	F57-21	1.3.0-f57	WorkOrderTriageRequestV1	WorkOrderAcceptedV1	EmployeeWorkOrderTriageErrorsV1	MUTATE_POSITIVE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	work_order.wait	F57-21	1.3.0-f57	WorkOrderWaitRequestV1	WorkOrderAcceptedV1	EmployeeWorkOrderWaitErrorsV1	MUTATE_POSITIVE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	QUERY	complaint.get	F57-21	1.3.0-f57	ComplaintGetQueryV1	ComplaintViewV1	EmployeeComplaintGetErrorsV1	QUERY_NONE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	QUERY	complaint.list	F57-21	1.3.0-f57	ComplaintListQueryV1	ComplaintPageV1	EmployeeComplaintListErrorsV1	QUERY_NONE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	QUERY	equipment.get	F57-21	1.3.0-f57	EquipmentGetQueryV1	EquipmentViewV1	EmployeeEquipmentGetErrorsV1	QUERY_NONE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	QUERY	equipment.list	F57-21	1.3.0-f57	EquipmentListQueryV1	EquipmentPageV1	EmployeeEquipmentListErrorsV1	QUERY_NONE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	QUERY	equipment.work_order.list	F57-21	1.3.0-f57	EquipmentWorkOrderListQueryV1	WorkOrderPageV1	EmployeeEquipmentWorkOrderListErrorsV1	QUERY_NONE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	QUERY	expense.list	F57-21	1.3.0-f57	ExpenseListQueryV1	ExpensePageV1	EmployeeExpenseListErrorsV1	QUERY_NONE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	QUERY	maintenance_occurrence.list	F57-21	1.3.0-f57	MaintenanceOccurrenceListQueryV1	MaintenanceOccurrencePageV1	EmployeeMaintenanceOccurrenceListErrorsV1	QUERY_NONE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	QUERY	maintenance_plan.get	F57-21	1.3.0-f57	MaintenancePlanGetQueryV1	MaintenancePlanViewV1	EmployeeMaintenancePlanGetErrorsV1	QUERY_NONE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	QUERY	maintenance_plan.list	F57-21	1.3.0-f57	MaintenancePlanListQueryV1	MaintenancePlanPageV1	EmployeeMaintenancePlanListErrorsV1	QUERY_NONE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	QUERY	metric.breakdown.get	F57-21	1.3.0-f57	MetricBreakdownGetQueryV1	MetricBreakdownViewV1	EmployeeMetricBreakdownGetErrorsV1	QUERY_NONE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	QUERY	metric.dashboard.get	F57-21	1.3.0-f57	MetricDashboardGetQueryV1	MetricDashboardViewV1	EmployeeMetricDashboardGetErrorsV1	QUERY_NONE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	QUERY	metric.evidence.list	F57-21	1.3.0-f57	MetricEvidenceListQueryV1	MetricEvidencePageV1	EmployeeMetricEvidenceListErrorsV1	QUERY_NONE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	QUERY	metric.result.get	F57-21	1.3.0-f57	MetricResultGetQueryV1	MetricResultViewV1	EmployeeMetricResultGetErrorsV1	QUERY_NONE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	QUERY	part_usage.list	F57-21	1.3.0-f57	PartUsageListQueryV1	PartUsagePageV1	EmployeePartUsageListErrorsV1	QUERY_NONE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	QUERY	project.cost_drilldown	F57-21	1.3.0-f57	ProjectCostDrilldownQueryV1	ProjectCostDrilldownViewV1	EmployeeProjectCostDrilldownErrorsV1	QUERY_NONE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	QUERY	project.get	F57-21	1.3.0-f57	ProjectGetQueryV1	ProjectViewV1	EmployeeProjectGetErrorsV1	QUERY_NONE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	QUERY	project.list	F57-21	1.3.0-f57	ProjectListQueryV1	ProjectPageV1	EmployeeProjectListErrorsV1	QUERY_NONE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	QUERY	project_milestone.list	F57-21	1.3.0-f57	ProjectMilestoneListQueryV1	ProjectMilestonePageV1	EmployeeProjectMilestoneListErrorsV1	QUERY_NONE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	QUERY	project_receipt_milestone.list	F57-21	1.3.0-f57	ProjectReceiptMilestoneListQueryV1	ProjectReceiptMilestonePageV1	EmployeeProjectReceiptMilestoneListErrorsV1	QUERY_NONE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	QUERY	project_risk.get	F57-21	1.3.0-f57	ProjectRiskGetQueryV1	ProjectRiskViewV1	EmployeeProjectRiskGetErrorsV1	QUERY_NONE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	QUERY	project_risk.list	F57-21	1.3.0-f57	ProjectRiskListQueryV1	ProjectRiskPageV1	EmployeeProjectRiskListErrorsV1	QUERY_NONE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	QUERY	report.definition.get	F57-21	1.3.0-f57	ReportDefinitionGetQueryV1	ReportDefinitionViewV1	EmployeeReportDefinitionGetErrorsV1	QUERY_NONE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	QUERY	report.definition.list	F57-21	1.3.0-f57	ReportDefinitionListQueryV1	ReportDefinitionPageV1	EmployeeReportDefinitionListErrorsV1	QUERY_NONE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	QUERY	report.result.get	F57-21	1.3.0-f57	ReportResultGetQueryV1	ReportResultViewV1	EmployeeReportResultGetErrorsV1	QUERY_NONE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	QUERY	time_entry.list	F57-21	1.3.0-f57	TimeEntryListQueryV1	TimeEntryPageV1	EmployeeTimeEntryListErrorsV1	QUERY_NONE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	QUERY	work_order.evidence.list	F57-21	1.3.0-f57	WorkOrderEvidenceListQueryV1	WorkOrderEvidencePageV1	EmployeeWorkOrderEvidenceListErrorsV1	QUERY_NONE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	QUERY	work_order.get	F57-21	1.3.0-f57	WorkOrderGetQueryV1	WorkOrderViewV1	EmployeeWorkOrderGetErrorsV1	QUERY_NONE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	QUERY	work_order.list	F57-21	1.3.0-f57	WorkOrderListQueryV1	WorkOrderPageV1	EmployeeWorkOrderListErrorsV1	QUERY_NONE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	QUERY	work_order.timeline	F57-21	1.3.0-f57	WorkOrderTimelineQueryV1	WorkOrderTimelineViewV1	EmployeeWorkOrderTimelineErrorsV1	QUERY_NONE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	COMMAND	approval.case.decide	F57-23	1.4.0-f57	EmployeeApprovalCaseDecisionRequestV1	ApprovalCaseAcceptedV1	EmployeeApprovalCaseDecideErrorsV1	MUTATE_POSITIVE	EMPLOYEE_WORKBENCH	PLATFORM.APPROVAL.INVALID_TRANSITION
EMPLOYEE	COMMAND	import.proposal.submit	F57-23	1.4.0-f57	ImportProposalSubmitRequestV1	ImportProposalAcceptedV1	EmployeeImportProposalSubmitErrorsV1	CREATE_ZERO	EMPLOYEE_WORKBENCH	PLATFORM.IMPORT.PROPOSAL_INVALID
EMPLOYEE	COMMAND	portable_export.request	F57-23	1.4.0-f57	PortableExportRequestV1	PortableExportAcceptedV1	EmployeePortableExportRequestErrorsV1	CREATE_ZERO	EMPLOYEE_WORKBENCH	PLATFORM.EXPORT.POLICY_DENIED
EMPLOYEE	QUERY	approval.case.get	F57-23	1.4.0-f57	EmployeeApprovalCaseGetQueryV1	EmployeeApprovalCaseViewV1	EmployeeApprovalCaseGetErrorsV1	QUERY_NONE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	QUERY	portable_export.get	F57-23	1.4.0-f57	EmployeePortableExportGetQueryV1	EmployeePortableExportViewV1	EmployeePortableExportGetErrorsV1	QUERY_NONE	EMPLOYEE_WORKBENCH	NONE
EMPLOYEE	QUERY	search.authorized.execute	F57-23	1.4.0-f57	AuthorizedSearchRequestV1	AuthorizedSearchPageV1	EmployeeSearchAuthorizedExecuteErrorsV1	QUERY_NONE	EMPLOYEE_WORKBENCH	NONE
PORTAL	COMMAND	customer.acceptance.submit	F57-22	1.0.0-f57	SubmitAcceptanceRequestV1	AcceptanceSubmittedV1	PortalCustomerAcceptanceSubmitErrorsV1	MUTATE_POSITIVE	CUSTOMER_PORTAL	NONE
PORTAL	COMMAND	customer.complaint.create	F57-22	1.0.0-f57	CreateComplaintRequestV1	ComplaintAcceptedV1	PortalCustomerComplaintCreateErrorsV1	CREATE_ZERO	CUSTOMER_PORTAL	NONE
PORTAL	COMMAND	customer.delivery.confirm	F57-22	1.0.0-f57	ConfirmDeliveryRequestV1	DeliveryConfirmedV1	PortalCustomerDeliveryConfirmErrorsV1	MUTATE_POSITIVE	CUSTOMER_PORTAL	NONE
PORTAL	COMMAND	customer.service_evidence.add	F57-22	1.0.0-f57	AddServiceEvidenceRequestV1	ServiceEvidenceAcceptedV1	PortalCustomerServiceEvidenceAddErrorsV1	MUTATE_POSITIVE	CUSTOMER_PORTAL	NONE
PORTAL	COMMAND	customer.service_request.create	F57-22	1.0.0-f57	CreateServiceRequestV1	ServiceRequestAcceptedV1	PortalCustomerServiceRequestCreateErrorsV1	CREATE_ZERO	CUSTOMER_PORTAL	NONE
PORTAL	COMMAND	supplier.asn.submit	F57-22	1.0.0-f57	SubmitAdvanceShippingNoticeRequestV1	AdvanceShippingNoticeAcceptedV1	PortalSupplierAsnSubmitErrorsV1	CREATE_ZERO	SUPPLIER_PORTAL	NONE
PORTAL	COMMAND	supplier.delivery_date.confirm	F57-22	1.0.0-f57	ConfirmDeliveryDateRequestV1	DeliveryDateConfirmedV1	PortalSupplierDeliveryDateConfirmErrorsV1	MUTATE_POSITIVE	SUPPLIER_PORTAL	NONE
PORTAL	COMMAND	supplier.invoice.upload	F57-22	1.0.0-f57	UploadSupplierInvoiceRequestV1	SupplierInvoiceUploadAcceptedV1	PortalSupplierInvoiceUploadErrorsV1	CREATE_ZERO	SUPPLIER_PORTAL	NONE
PORTAL	COMMAND	supplier.profile.update	F57-22	1.0.0-f57	UpdateOwnSupplierProfileRequestV1	SupplierProfileChangeAcceptedV1	PortalSupplierProfileUpdateErrorsV1	MUTATE_POSITIVE	SUPPLIER_PORTAL	NONE
PORTAL	COMMAND	supplier.purchase_order.confirm	F57-22	1.0.0-f57	ConfirmPurchaseOrderRequestV1	PurchaseOrderConfirmedV1	PortalSupplierPurchaseOrderConfirmErrorsV1	MUTATE_POSITIVE	SUPPLIER_PORTAL	NONE
PORTAL	QUERY	customer.approved_document.get	F57-22	1.0.0-f57	CustomerApprovedDocumentGetQueryV1	CustomerApprovedDocumentViewV1	PortalCustomerApprovedDocumentGetErrorsV1	QUERY_NONE	CUSTOMER_PORTAL	NONE
PORTAL	QUERY	customer.contract.get	F57-22	1.0.0-f57	CustomerContractGetQueryV1	CustomerContractViewV1	PortalCustomerContractGetErrorsV1	QUERY_NONE	CUSTOMER_PORTAL	NONE
PORTAL	QUERY	customer.delivery.get	F57-22	1.0.0-f57	CustomerDeliveryGetQueryV1	CustomerDeliveryViewV1	PortalCustomerDeliveryGetErrorsV1	QUERY_NONE	CUSTOMER_PORTAL	NONE
PORTAL	QUERY	customer.equipment.get	F57-22	1.0.0-f57	CustomerEquipmentGetQueryV1	CustomerEquipmentViewV1	PortalCustomerEquipmentGetErrorsV1	QUERY_NONE	CUSTOMER_PORTAL	NONE
PORTAL	QUERY	customer.invoice.get	F57-22	1.0.0-f57	CustomerInvoiceGetQueryV1	CustomerInvoiceViewV1	PortalCustomerInvoiceGetErrorsV1	QUERY_NONE	CUSTOMER_PORTAL	NONE
PORTAL	QUERY	customer.order.get	F57-22	1.0.0-f57	CustomerOrderGetQueryV1	CustomerOrderViewV1	PortalCustomerOrderGetErrorsV1	QUERY_NONE	CUSTOMER_PORTAL	NONE
PORTAL	QUERY	customer.quote.get	F57-22	1.0.0-f57	CustomerQuoteGetQueryV1	CustomerQuoteViewV1	PortalCustomerQuoteGetErrorsV1	QUERY_NONE	CUSTOMER_PORTAL	NONE
PORTAL	QUERY	customer.receipt.get	F57-22	1.0.0-f57	CustomerReceiptGetQueryV1	CustomerReceiptViewV1	PortalCustomerReceiptGetErrorsV1	QUERY_NONE	CUSTOMER_PORTAL	NONE
PORTAL	QUERY	customer.work_order.get	F57-22	1.0.0-f57	CustomerWorkOrderGetQueryV1	CustomerWorkOrderViewV1	PortalCustomerWorkOrderGetErrorsV1	QUERY_NONE	CUSTOMER_PORTAL	NONE
PORTAL	QUERY	supplier.purchase_order.get	F57-22	1.0.0-f57	SupplierPurchaseOrderGetQueryV1	SupplierPurchaseOrderViewV1	PortalSupplierPurchaseOrderGetErrorsV1	QUERY_NONE	SUPPLIER_PORTAL	NONE
PORTAL	QUERY	supplier.reconciliation_statement.get	F57-22	1.0.0-f57	SupplierReconciliationStatementGetQueryV1	SupplierReconciliationStatementViewV1	PortalSupplierReconciliationStatementGetErrorsV1	QUERY_NONE	SUPPLIER_PORTAL	NONE
