schema_name	component_kind	owner_task	shape_profile	subject_id_field	item_ref	config_schema	explicit_field_set
SearchDefinitionViewV1	RESULT	F57-23	VIEW_CONFIGURED_V1	definition_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
SecurityIncidentAcceptedV1	RESULT	F57-24	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	incident_id:ENTITY_ID:REQ;state:STATE_CODE:REQ;row_version:ROW_VERSION:REQ
SecurityIncidentBeginEradicationRequestV1	PAYLOAD	F57-24	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	incident_id:ENTITY_ID:REQ;expected_row_version:ROW_VERSION:REQ;eradication_plan_digest:SHA256:REQ;evidence_refs:EVIDENCE_REF_SET:REQ
SecurityIncidentBeginReconciliationRequestV1	PAYLOAD	F57-24	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	incident_id:ENTITY_ID:REQ;expected_row_version:ROW_VERSION:REQ;reconciliation_plan_digest:SHA256:REQ;evidence_refs:EVIDENCE_REF_SET:REQ
SecurityIncidentBeginRecoveryRequestV1	PAYLOAD	F57-24	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	incident_id:ENTITY_ID:REQ;expected_row_version:ROW_VERSION:REQ;recovery_checkpoint_id:ENTITY_ID:REQ;evidence_refs:EVIDENCE_REF_SET:REQ
SecurityIncidentCloseFalsePositiveRequestV1	PAYLOAD	F57-24	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	incident_id:ENTITY_ID:REQ;expected_row_version:ROW_VERSION:REQ;rationale:STRING_1_4096:REQ;evidence_refs:EVIDENCE_REF_SET:REQ
SecurityIncidentCloseRequestV1	PAYLOAD	F57-24	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	incident_id:ENTITY_ID:REQ;expected_row_version:ROW_VERSION:REQ;closure_summary:STRING_1_4096:REQ;closure_evidence_refs:EVIDENCE_REF_SET:REQ
SecurityIncidentContainRequestV1	PAYLOAD	F57-24	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	incident_id:ENTITY_ID:REQ;expected_row_version:ROW_VERSION:REQ;containment_scope:SCOPE_AST:REQ;evidence_refs:EVIDENCE_REF_SET:REQ
SecurityIncidentEvidenceAddRequestV1	PAYLOAD	F57-24	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	incident_id:ENTITY_ID:REQ;expected_row_version:ROW_VERSION:REQ;evidence_ref:EVIDENCE_REF:REQ
SecurityIncidentEvidenceListQueryV1	PAYLOAD	F57-24	LIST_STATELESS_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
SecurityIncidentEvidencePageV1	RESULT	F57-24	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	items:INCIDENT_EVIDENCE_VIEW_SEQ:REQ;next_cursor:CURSOR:NULL
SecurityIncidentGetQueryV1	PAYLOAD	F57-24	GET_BY_ID_V1	incident_id	NONE	NONE	NONE
SecurityIncidentListQueryV1	PAYLOAD	F57-24	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
SecurityIncidentNotificationRecordRequestV1	PAYLOAD	F57-24	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	incident_id:ENTITY_ID:REQ;expected_row_version:ROW_VERSION:REQ;notification_kind:INCIDENT_NOTIFICATION_KIND:REQ;recipient_scope:SCOPE_AST:REQ;notification_receipt_sha256:SHA256:REQ;notified_at:UTC:REQ
SecurityIncidentPageV1	RESULT	F57-24	PAGE_V1	NONE	SecurityIncidentViewV1	NONE	NONE
SecurityIncidentRegisterRequestV1	PAYLOAD	F57-24	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	source_fact_id:ENTITY_ID:REQ;source_kind:INCIDENT_SOURCE_KIND:REQ;detected_at:UTC:REQ;severity:INCIDENT_SEVERITY:REQ;summary:STRING_1_4096:REQ;evidence_refs:EVIDENCE_REF_SET:REQ;affected_subjects:OBJECT_REF_SET:REQ
SecurityIncidentReleaseApprovalRecordRequestV1	PAYLOAD	F57-24	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	incident_id:ENTITY_ID:REQ;expected_row_version:ROW_VERSION:REQ;approval_stage:ENUM(SECURITY|BUSINESS):REQ;decision:ENUM(APPROVE|REJECT):REQ;evidence_refs:EVIDENCE_REF_SET:REQ
SecurityIncidentRotationRecordRequestV1	PAYLOAD	F57-24	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	incident_id:ENTITY_ID:REQ;expected_row_version:ROW_VERSION:REQ;rotation_kind:INCIDENT_ROTATION_KIND:REQ;affected_ref:OBJECT_REF:REQ;rotation_receipt_sha256:SHA256:REQ;completed_at:UTC:REQ
SecurityIncidentTimelineQueryV1	PAYLOAD	F57-24	EXECUTE_QUERY_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
SecurityIncidentTimelineViewV1	RESULT	F57-24	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	incident_id:ENTITY_ID:REQ;transitions:INCIDENT_TRANSITION_SEQ:REQ;milestones:INCIDENT_MILESTONE_SEQ:REQ
SecurityIncidentTriageRequestV1	PAYLOAD	F57-24	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	incident_id:ENTITY_ID:REQ;expected_row_version:ROW_VERSION:REQ;severity:INCIDENT_SEVERITY:REQ;category:INCIDENT_CATEGORY:REQ;triage_summary:STRING_1_4096:REQ;evidence_refs:EVIDENCE_REF_SET:REQ
SecurityIncidentViewV1	RESULT	F57-24	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	incident_id:ENTITY_ID:REQ;state:STATE_CODE:REQ;row_version:ROW_VERSION:REQ;severity:INCIDENT_SEVERITY:REQ;category:INCIDENT_CATEGORY:REQ;opened_at:UTC:REQ;last_transition_at:UTC:REQ;affected_subjects:OBJECT_REF_SET:REQ;evidence_count:U64:REQ;current_milestone:STRING_1_128:NULL;generation:U64_POS:REQ
SerialTraceGetQueryV1	PAYLOAD	F57-20	GET_BY_ID_V1	serial_trace_id	NONE	NONE	NONE
SerialTraceViewV1	RESULT	F57-20	VIEW_CONFIGURED_V1	serial_trace_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
ServiceEvidenceAcceptedV1	RESULT	F57-22	ACCEPTED_V1	service_evidence_id	NONE	NONE	NONE
ServiceRequestAcceptedV1	RESULT	F57-22	ACCEPTED_V1	service_request_id	NONE	NONE	NONE
StockAdjustmentAcceptedV1	RESULT	F57-20	ACCEPTED_V1	stock_adjustment_id	NONE	NONE	NONE
StockAdjustmentCreateRequestV1	PAYLOAD	F57-20	CREATE_CONFIGURED_V1	NONE	NONE	CONFIGURED_CREATE_VALUES_V1	NONE
StockAdjustmentDecideRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	stock_adjustment_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
StockAdjustmentPostRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	stock_adjustment_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
StockAdjustmentSubmitRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	stock_adjustment_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
StorageHealthQueryV1	PAYLOAD	F57-16	EXECUTE_QUERY_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
StorageHealthViewV1	RESULT	F57-16	VIEW_CONFIGURED_V1	storage_health_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
SubledgerReconciliationGetQueryV1	PAYLOAD	F57-20	GET_BY_ID_V1	subledger_reconciliation_id	NONE	NONE	NONE
SubledgerReconciliationViewV1	RESULT	F57-20	VIEW_CONFIGURED_V1	subledger_reconciliation_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
SubmitAcceptanceRequestV1	PAYLOAD	F57-22	ACTION_CONFIGURED_V1	customer_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
SubmitAdvanceShippingNoticeRequestV1	PAYLOAD	F57-22	ACTION_CONFIGURED_V1	supplier_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
SupplierInvoiceUploadAcceptedV1	RESULT	F57-22	ACCEPTED_V1	supplier_invoice_upload_id	NONE	NONE	NONE
SupplierProfileChangeAcceptedV1	RESULT	F57-22	ACCEPTED_V1	supplier_profile_change_id	NONE	NONE	NONE
SupplierPurchaseOrderGetQueryV1	PAYLOAD	F57-22	GET_BY_ID_V1	supplier_purchase_order_id	NONE	NONE	NONE
SupplierPurchaseOrderViewV1	RESULT	F57-22	VIEW_CONFIGURED_V1	supplier_purchase_order_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
SupplierQuoteAcceptedV1	RESULT	F57-20	ACCEPTED_V1	supplier_quote_id	NONE	NONE	NONE
SupplierQuoteGetQueryV1	PAYLOAD	F57-20	GET_BY_ID_V1	supplier_quote_id	NONE	NONE	NONE
SupplierQuoteListQueryV1	PAYLOAD	F57-20	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
SupplierQuotePageV1	RESULT	F57-20	PAGE_V1	NONE	SupplierQuoteViewV1	NONE	NONE
SupplierQuoteRegisterRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	supplier_quote_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
SupplierQuoteValidateRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	supplier_quote_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
SupplierQuoteViewV1	RESULT	F57-20	VIEW_CONFIGURED_V1	supplier_quote_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
SupplierQuoteWithdrawRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	supplier_quote_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
SupplierReconciliationStatementGetQueryV1	PAYLOAD	F57-22	GET_BY_ID_V1	supplier_reconciliation_statement_id	NONE	NONE	NONE
SupplierReconciliationStatementViewV1	RESULT	F57-22	VIEW_CONFIGURED_V1	supplier_reconciliation_statement_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
SupportSessionChangedV1	RESULT	F57-16	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	support_session_id:ENTITY_ID:REQ;state:STATE_CODE:REQ;row_version:ROW_VERSION:REQ;expires_at:UTC:REQ
SupportSessionCloseRequestV1	PAYLOAD	F57-16	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	support_session_id:ENTITY_ID:REQ;expected_row_version:ROW_VERSION:REQ;credential_revocation_evidence_ref:EVIDENCE_REF:REQ;sealed_evidence_ref:EVIDENCE_REF:REQ
SupportSessionCreateRequestV1	PAYLOAD	F57-16	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	ticket_id:ENTITY_ID:REQ;support_principal_id:ENTITY_ID:REQ;authenticated_origin:HTTPS_ORIGIN:REQ;object_codes:OBJECT_CODE_SET:REQ;field_codes:FIELD_CODE_SET:REQ;action_codes:ACTION_CODE_SET:REQ;requested_duration_seconds:U32_1_14400:REQ;reason:STRING_1_4096:REQ;evidence_refs:EVIDENCE_REF_SET:REQ
SupportSessionPageV1	RESULT	F57-16	PAGE_V1	NONE	SupportSessionViewV1	NONE	NONE
SupportSessionTransitionRequestV1	PAYLOAD	F57-16	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	support_session_id:ENTITY_ID:REQ;expected_row_version:ROW_VERSION:REQ;reason:STRING_1_4096:REQ;evidence_refs:EVIDENCE_REF_SET:REQ
SupportSessionViewV1	RESULT	F57-16	VIEW_CONFIGURED_V1	support_session_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
TimeEntryAcceptedV1	RESULT	F57-21	ACCEPTED_V1	time_entry_id	NONE	NONE	NONE
TimeEntryCorrectRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	time_entry_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
TimeEntryListQueryV1	PAYLOAD	F57-21	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
TimeEntryPageV1	RESULT	F57-21	PAGE_V1	time_entry_id	INLINE_CONFIGURED_ITEM_V1	CONFIGURED_RECORD_VALUES_V1	NONE
TimeEntryStartRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	time_entry_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
TimeEntryStopRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	time_entry_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
TimeEntrySubmitRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	time_entry_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
TrialBalanceGetQueryV1	PAYLOAD	F57-20	GET_BY_ID_V1	trial_balance_id	NONE	NONE	NONE
TrialBalanceViewV1	RESULT	F57-20	VIEW_CONFIGURED_V1	trial_balance_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
UpdateOwnSupplierProfileRequestV1	PAYLOAD	F57-22	ACTION_CONFIGURED_V1	supplier_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
UploadSupplierInvoiceRequestV1	PAYLOAD	F57-22	ACTION_CONFIGURED_V1	supplier_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
WorkItemAcceptRequestV1	PAYLOAD	F57-18	ACTION_CONFIGURED_V1	work_item_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
WorkItemCancelRequestV1	PAYLOAD	F57-18	ACTION_CONFIGURED_V1	work_item_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
WorkItemChangedV1	RESULT	F57-18	CHANGED_V1	work_item_id	NONE	NONE	NONE
WorkItemCompleteRequestV1	PAYLOAD	F57-18	ACTION_CONFIGURED_V1	work_item_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
WorkItemGetQueryV1	PAYLOAD	F57-18	GET_BY_ID_V1	work_item_id	NONE	NONE	NONE
WorkItemListQueryV1	PAYLOAD	F57-18	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
WorkItemPageV1	RESULT	F57-18	PAGE_V1	NONE	WorkItemViewV1	NONE	NONE
WorkItemReassignRequestV1	PAYLOAD	F57-18	ACTION_CONFIGURED_V1	work_item_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
WorkItemResumeRequestV1	PAYLOAD	F57-18	ACTION_CONFIGURED_V1	work_item_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
WorkItemStartRequestV1	PAYLOAD	F57-18	ACTION_CONFIGURED_V1	work_item_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
WorkItemViewV1	RESULT	F57-18	VIEW_CONFIGURED_V1	work_item_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
WorkItemWaitRequestV1	PAYLOAD	F57-18	ACTION_CONFIGURED_V1	work_item_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
WorkOrderAcceptRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	work_order_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
WorkOrderAcceptedV1	RESULT	F57-21	ACCEPTED_V1	work_order_id	NONE	NONE	NONE
WorkOrderAddEvidenceRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	work_order_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
WorkOrderAssignRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	work_order_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
WorkOrderCancelRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	work_order_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
WorkOrderCloseRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	work_order_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
WorkOrderCreateRequestV1	PAYLOAD	F57-21	CREATE_CONFIGURED_V1	NONE	NONE	CONFIGURED_CREATE_VALUES_V1	NONE
WorkOrderEvidenceListQueryV1	PAYLOAD	F57-21	LIST_STATELESS_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
WorkOrderEvidencePageV1	RESULT	F57-21	PAGE_STATELESS_CONFIGURED_V1	work_order_evidence_id	INLINE_CONFIGURED_ITEM_V1	CONFIGURED_RECORD_VALUES_V1	NONE
WorkOrderGetQueryV1	PAYLOAD	F57-21	GET_BY_ID_V1	work_order_id	NONE	NONE	NONE
WorkOrderListQueryV1	PAYLOAD	F57-21	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
WorkOrderPageV1	RESULT	F57-21	PAGE_V1	NONE	WorkOrderViewV1	NONE	NONE
WorkOrderReassessEntitlementRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	work_order_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
WorkOrderReopenRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	work_order_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
WorkOrderResolveRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	work_order_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
WorkOrderResumeRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	work_order_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
WorkOrderStartRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	work_order_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
WorkOrderSubmitClosureReviewRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	work_order_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
WorkOrderTimelineQueryV1	PAYLOAD	F57-21	EXECUTE_QUERY_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
WorkOrderTimelineViewV1	RESULT	F57-21	VIEW_CONFIGURED_V1	work_order_timeline_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
WorkOrderTriageRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	work_order_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
WorkOrderViewV1	RESULT	F57-21	VIEW_CONFIGURED_V1	work_order_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
WorkOrderWaitRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	work_order_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
